,links,Grantee,Purpose,Amount,Program,Date,Overview
260,https://hewlett.org/grants/prime-coalition-for-investment-readiness-in-carbon-dioxide-removal/,PRIME Coalition,For Investment Readiness In Carbon Dioxide Removal,"$250,000",Environment,5/17/2019,"The world needs to achieve vast reduction of global greenhouse gas emissions in the coming decades to avoid the most catastrophic effects of climate change. For deep decarbonization, it is critical that solutions, including carbon dioxide removal (CDR) interventions, be developed and deployed in parallel with advances in global, national, and local policies. This work will perform intentional, comprehensive, and rigorous evaluation of CDR solutions for potential investment and share the results with the investment community.  "
261,https://hewlett.org/grants/montana-wilderness-association-for-organizational-work-on-equity-inclusion-and-diversity/,Montana Wilderness Association,"For Organizational Work On Equity, Inclusion, And Diversity","$30,000",Environment,5/17/2019,  Western Conservation
262,https://hewlett.org/grants/new-venture-fund-for-the-moving-beyond-oil-fund-project/,New Venture Fund,For The Moving Beyond Oil Fund Project,"$1,000,000",Environment,5/16/2019,The grant will help New Venture Fund launch transformational campaigns to accelerate the deployment of zero-emission vehicles in the U.S. The Moving Beyond Oil Fund is meant to rapidly incubate and launch campaigns that complement the long-term efforts of grantees focused on transportation electrification in the U.S.  
263,https://hewlett.org/grants/energy-foundation-for-energy-foundation-u-s-program-support/,Energy Foundation,For Energy Foundation U.S. Program Support,"$17,000,000",Environment,5/16/2019,"This program grant will allow the Energy Foundation to develop strategies, make grants, and monitor and evaluate progress toward decarbonization of the U.S. economy. The Energy Foundation will regrant to a broad array of organizations, including technical and policy experts, and influential constituencies working to build support for the transition to a clean-energy economy.  "
264,https://hewlett.org/grants/new-venture-fund-for-the-climate-and-clean-energy-equity-fund/,New Venture Fund,For The Climate And Clean Energy Equity Fund,"$5,000,000",Environment,5/16/2019,"The New Venture Fund’s Climate and Clean Energy Equity Fund will support groups in select states and cities working to transition to a clean energy future in ways that promote economic, social, and environmental justice — minimizing risks and maximizing benefits to low-income communities. The Fund’s climate equity framework addresses the need to broaden the base of support for climate action in order to accelerate the pace of change. The Fund will help organizations grow their memberships, strengthen their organizing skills, and build their capacity to advocate for strong clean-energy and climate policies.  "
265,https://hewlett.org/grants/public-land-solutions-for-general-operating-support-3/,Public Land Solutions,For General Operating Support,"$250,000",Environment,5/15/2019,"Through outreach and land-use planning, Public Land Solutions helps western communities identify and maximize the potential of their public lands recreation assets. Western Conservation"
266,https://hewlett.org/grants/rockefeller-family-fund-for-support-of-the-just-transition-fund-2/,Rockefeller Family Fund,For Support Of The Just Transition Fund,"$400,000",Environment,5/15/2019,"The Rockefeller Family Fund’s Just Transition Fund works to create inclusive and low-carbon economic opportunities for communities and workers hit hardest by the transition away from coal. One top-tier priority is the transition underway at the Navajo Generating Station, where a coal plant and mine are expected to close in 2019.  "
267,https://hewlett.org/grants/ndn-collective-for-general-operating-support/,NDN Collective,For General Operating Support,"$800,000",Environment,5/13/2019,"Through a holistic approach to infrastructure, funding, advocacy, consulting, and philanthropy, the NDN Collective is working to empower indigenous communities nationwide. Western Conservation"
268,https://hewlett.org/grants/world-resources-institute-for-u-s-china-track-ii-dialogue-on-energy-climate-change-and-sustainable-development-0/,World Resources Institute,"For U.S.-China Track II Dialogue On Energy, Climate Change, And Sustainable Development","$300,000",Environment,5/13/2019,This grant to the World Resources Institute will fund the continuation of the Track II climate dialogue between senior nongovernmental advisors and former statesmen from the U.S. and China. These talks provide the opportunity to raise and address issues in less-formal forums and build trust for the time when climate policy is back on the agenda of the U.S. and China. The project will work with actors from across the political spectrum with the aim of building ambition on both sides. This grant will support convening and analysis.  
269,https://hewlett.org/grants/center-for-climate-and-energy-solutions-for-general-operating-support/,Center for Climate and Energy Solutions,For General Operating Support,"$550,000",Environment,5/13/2019,"C2ES works to limit global warming emissions on two fronts. At the domestic level, it has programs like the Climate Innovation 2050 initiative, which seeks ways to decarbonize the U.S. economy. Internationally, it has programs like the Climate Negotiator Dialogue, which seeks to foster cooperation and understanding between countries and grow ambition for reductions of global warming emissions.  "
270,https://hewlett.org/grants/jobs-to-move-america-for-the-clean-public-transportation-program-0/,Jobs to Move America,For The Clean Public Transportation Program,"$300,000",Environment,5/13/2019,"With this support, Jobs to Move America will leverage public agencies’ substantial purchasing power to build critical climate infrastructure and foster the growth of cleaner transportation, including an electric vehicle manufacturing sector centered around workers, equity, and access.  Their comprehensive national and multiregional clean public transportation program aims to reduce transportation-related greenhouse gas emissions, set high-road job standards, and ensure that public investments in new technologies generate shared economic and environmental prosperity for all.  "
271,https://hewlett.org/grants/great-plains-institute-for-sustainable-development-for-general-operating-support-4/,Great Plains Institute for Sustainable Development,For General Operating Support,"$500,000",Environment,5/13/2019,"The Great Plains Institute (GPI) works on solutions that reduce and ultimately eliminate carbon emissions, while strengthening communities and providing greater economic opportunity through creation of high-paying jobs, expansion of the nation’s industrial base, and increased domestic energy independence. The Institute works at the state level, with a focus on the Plains states, and at the national level.  "
